"curr_orig_dest","orig","dest","curr_travel_dist","curr_travel_time","curr_travel_dist_km","curr_travel_time_h","orig_intervention","dest_intervention","num_linked_pairs_observed","number_hosts_sampled_group_1","number_hosts_sampled_group_2","origin_district","destination_district","BTOTL_2011_origin","MTOTL_2011_origin","FTOTL_2011_origin","BTOTL_2011_destination","MTOTL_2011_destination","FTOTL_2011_destination","same_community","ln_curr_travel_dist_km","origin_control_community","number_hosts_sampled_group_1_female","number_hosts_sampled_group_1_male","number_hosts_sampled_group_1_f_baseline","number_hosts_sampled_group_1_m_baseline","number_hosts_sampled_group_1_f_post_baseline","number_hosts_sampled_group_1_m_post_baseline","number_hosts_sampled_group_2_female","number_hosts_sampled_group_2_male","number_hosts_sampled_group_2_f_baseline","number_hosts_sampled_group_2_m_baseline","number_hosts_sampled_group_2_f_post_baseline","number_hosts_sampled_group_2_m_post_baseline","num_linked_pairs_observed_baseline","max_possible_opposite_sex_pairs_in_sample_baseline","ln_max_possible_opposite_sex_pairs_in_sample_baseline","num_linked_pairs_observed_post_baseline","max_possible_opposite_sex_pairs_in_sample_post_baseline","ln_max_possible_opposite_sex_pairs_in_sample_post_baseline","max_possible_opposite_sex_pairs_in_sample_all","ln_max_possible_opposite_sex_pairs_in_sample_all","max_possible_opposite_sex_pairs_in_sample_post_baseline_all_x_pb","ln_max_possible_opposite_sex_pairs_in_sample_post_baseline_all_x_pb"
"Ramokgonami_Maunatlala","Ramokgonami","Maunatlala",78416,4061,78.416,1.12805555555556,"Control","Intervention",2,220,236,"Central Mahalapye","Serowe Palapye",4557,2137,2420,4921,2509,2412,0,4.36202798816719,1,153,67,58,21,95,46,155,81,58,27,97,54,0,2784,7.93164402145431,2,9592,9.16868469670735,22778,10.0335504368343,14761,9.599743846537
"Ramokgonami_Metsimotlhabe","Ramokgonami","Metsimotlhabe",322597,12974,322.597,3.60388888888889,"Control","Control",0,220,34,"Central Mahalapye","Kweneng East",4557,2137,2420,9154,4329,4825,0,5.77640386620584,1,153,67,58,21,95,46,25,9,24,9,1,0,0,1026,6.93342302573071,0,46,3.8286413964891,3052,8.02355239240435,67,4.20469261939097
"Ramokgonami_Mmadinare","Ramokgonami","Mmadinare",197336,8017,197.336,2.22694444444444,"Control","Control",0,220,112,"Central Mahalapye","Central Bobonong",4557,2137,2420,15064,7261,7803,0,5.2849078596381,1,153,67,58,21,95,46,84,28,80,24,4,4,0,3072,8.03008409426756,0,564,6.33505425149806,9912,9.20150142330898,880,6.77992190747225
"Ramokgonami_Mmandunyane","Ramokgonami","Mmandunyane",217909,10274,217.909,2.85388888888889,"Control","Control",0,220,56,"Central Mahalapye","Central Tutume",4557,2137,2420,4254,2099,2155,0,5.38407754444778,1,153,67,58,21,95,46,42,14,38,14,4,0,0,1610,7.38398945797851,0,184,5.21493575760899,4956,8.50835424274903,268,5.59098698051086
"Ramokgonami_Mmankgodi","Ramokgonami","Mmankgodi",348308,14385,348.308,3.99583333333333,"Control","Intervention",0,220,166,"Central Mahalapye","Kweneng East",4557,2137,2420,7406,3493,3913,0,5.85308714581332,1,153,67,58,21,95,46,114,52,55,32,59,20,0,3011,8.01002752848173,0,4614,8.4368504387337,15594,9.65464150386955,7013,8.85552084853691
"Ramokgonami_Mmathethe","Ramokgonami","Mmathethe",430528,17883,430.528,4.9675,"Control","Control",0,220,135,"Central Mahalapye","Barolong",4557,2137,2420,6893,3412,3481,0,6.06501236240314,1,153,67,58,21,95,46,99,36,63,28,36,8,0,2947,7.98854298273769,0,2416,7.78986855905471,12141,9.40434343354397,3636,8.19863945529737
"Ramokgonami_Molapowabojang","Ramokgonami","Molapowabojang",397358,16521,397.358,4.58916666666667,"Control","Control",0,220,60,"Central Mahalapye","Southern",4557,2137,2420,9402,4503,4899,0,5.98483763756718,1,153,67,58,21,95,46,45,15,40,14,5,1,0,1652,7.40974195408092,0,325,5.78382518232974,5310,8.57734711423598,488,6.19031540585315
"Ramokgonami_Nata","Ramokgonami","Nata",411175,17092,411.175,4.74777777777778,"Control","Control",0,220,59,"Central Mahalapye","Central Tutume",4557,2137,2420,7694,3770,3924,0,6.01901891462733,1,153,67,58,21,95,46,48,11,39,9,9,2,0,1341,7.20117088328168,0,604,6.40357419793482,4899,8.49678638163858,909,6.81234509417748
"Ramokgonami_Nkange","Ramokgonami","Nkange",315468,12480,315.468,3.46666666666667,"Control","Intervention",0,220,107,"Central Mahalapye","Central Tutume",4557,2137,2420,3660,1599,2061,0,5.75405725052982,1,153,67,58,21,95,46,80,27,76,25,4,2,0,3046,8.02158453345511,0,374,5.92425579741453,9491,9.15809926013049,574,6.35262939631957
"Ramokgonami_Oodi","Ramokgonami","Oodi",313576,12315,313.576,3.42083333333333,"Control","Intervention",0,220,73,"Central Mahalapye","Kgatleng",4557,2137,2420,5822,2798,3024,0,5.74804175493539,1,153,67,58,21,95,46,51,22,47,21,4,1,0,2205,7.69848278788095,0,279,5.63121178182137,6783,8.82217476094608,421,6.04263283368238
"Ramokgonami_Otse","Ramokgonami","Otse",359606,14408,359.606,4.00222222222222,"Control","Intervention",0,220,99,"Central Mahalapye","South East",4557,2137,2420,8039,3903,4136,0,5.88500898766405,1,153,67,58,21,95,46,67,32,64,31,3,1,0,3142,8.05261481881557,0,233,5.4510384535657,9385,9.14686794902061,354,5.86929691313377
"Ramokgonami_Ranaka","Ramokgonami","Ranaka",388735,15579,388.735,4.3275,"Control","Control",0,220,34,"Central Mahalapye","Southern",4557,2137,2420,3263,1635,1628,0,5.96289787754001,1,153,67,58,21,95,46,21,13,20,13,1,0,0,1174,7.06817200038804,0,46,3.8286413964891,3396,8.13035354743124,67,4.20469261939097
"Ramokgonami_Sebina","Ramokgonami","Sebina",281095,12117,281.095,3.36583333333333,"Control","Control",0,220,51,"Central Mahalapye","Central Tutume",4557,2137,2420,3670,1686,1984,0,5.63869269048997,1,153,67,58,21,95,46,39,12,35,10,4,2,0,1315,7.18159194461187,0,374,5.92425579741453,4449,8.40043463080604,574,6.35262939631957
"Ramokgonami_Sefhare","Ramokgonami","Sefhare",34944,2174,34.944,0.603888888888889,"Control","Intervention",1,220,24,"Central Mahalapye","Central Mahalapye",4557,2137,2420,5266,2425,2841,0,3.55374678012244,1,153,67,58,21,95,46,15,9,12,9,3,0,0,774,6.65157187358973,1,138,4.92725368515721,2382,7.77569574991525,201,5.30330490805908
"Ramokgonami_Sefophe","Ramokgonami","Sefophe",141018,6272,141.018,1.74222222222222,"Control","Control",0,220,121,"Central Mahalapye","Central Bobonong",4557,2137,2420,7021,3309,3712,0,4.94888754180485,1,153,67,58,21,95,46,88,33,85,30,3,3,0,3525,8.16763571524637,0,423,6.04737217904628,10945,9.30063800995696,660,6.49223983502047
"Ramokgonami_Shakawe","Ramokgonami","Shakawe",1018167,39777,1018.167,11.0491666666667,"Control","Control",0,220,313,"Central Mahalapye","Ngamiland West",4557,2137,2420,7369,3547,3822,0,6.92575923080748,1,153,67,58,21,95,46,225,88,85,29,140,59,0,3467,8.15104494568502,0,12045,9.39640491504897,28539,10.2590268518746,18407,9.82048630603272
"Ramokgonami_Shoshong","Ramokgonami","Shoshong",154074,6679,154.074,1.85527777777778,"Control","Intervention",0,220,43,"Central Mahalapye","Central Mahalapye",4557,2137,2420,11864,5787,6077,0,5.03743300648163,1,153,67,58,21,95,46,37,6,35,5,2,1,0,1025,6.93244789157251,0,187,5.23110861685459,3397,8.13064796816058,287,5.65948221575962
"Ramokgonami_Tati_siding","Ramokgonami","Tati_siding",212048,8670,212.048,2.40833333333333,"Control","Intervention",1,220,277,"Central Mahalapye","North East",4557,2137,2420,8113,3817,4296,0,5.35681266413832,1,153,67,58,21,95,46,197,80,125,48,72,32,0,5409,8.59581951187143,1,6352,8.75652500292697,25439,10.1440387085054,9720,9.18194089745448
"Ramokgonami_Tsetsebjwe","Ramokgonami","Tsetsebjwe",193177,8617,193.177,2.39361111111111,"Control","Control",0,220,99,"Central Mahalapye","Central Bobonong",4557,2137,2420,4815,2248,2567,0,5.26360686707264,1,153,67,58,21,95,46,68,31,64,29,4,2,0,3026,8.0149968943483,0,374,5.92425579741453,9299,9.1376621464782,574,6.35262939631957
"Ranaka_Bokaa","Ranaka","Bokaa",109479,5316,109.479,1.47666666666667,"Control","Control",0,34,73,"Southern","Kgatleng",3263,1635,1628,6406,3225,3181,0,4.69573275004234,1,21,13,20,13,1,0,54,19,52,19,2,0,0,1056,6.96224346426621,0,0,0,1101,7.00397413672268,26,3.25809653802148
"Ranaka_Digawana","Ranaka","Digawana",84236,4317,84.236,1.19916666666667,"Control","Intervention",0,34,28,"Southern","Barolong",3263,1635,1628,3273,1571,1702,0,4.43362238331753,1,21,13,20,13,1,0,17,11,17,11,0,0,0,441,6.08904487544685,0,0,0,452,6.11368217983223,0,0
"Ranaka_Gumare","Ranaka","Gumare",934460,33724,934.46,9.36777777777778,"Control","Intervention",0,34,260,"Southern","Ngamiland West",3263,1635,1628,8913,4205,4708,0,6.83996882234121,1,21,13,20,13,1,0,192,68,110,36,82,32,0,2150,7.67322312112171,0,32,3.46573590279973,3924,8.27486682068525,1738,7.46049030582534
"Ranaka_Gweta","Ranaka","Gweta",799506,32100,799.506,8.91666666666667,"Control","Intervention",0,34,131,"Southern","Central Tutume",3263,1635,1628,7148,3546,3602,0,6.68399403693628,1,21,13,20,13,1,0,98,33,92,32,6,1,0,1836,7.51534457118044,0,1,0,1967,7.58426481838906,99,4.59511985013459
"Ranaka_Lentsweletau","Ranaka","Lentsweletau",130504,6342,130.504,1.76166666666667,"Control","Intervention",0,34,206,"Southern","Kweneng East",3263,1635,1628,7420,3815,3605,0,4.871403877634,1,21,13,20,13,1,0,128,78,52,20,76,58,0,1076,6.98100574072173,0,58,4.06044301054642,3302,8.10228362448007,2206,7.69893619981345
"Ranaka_Lerala","Ranaka","Lerala",419770,16851,419.77,4.68083333333333,"Control","Intervention",0,34,347,"Southern","Serowe Palapye",3263,1635,1628,7413,3474,3939,0,6.03970694223172,1,21,13,20,13,1,0,244,103,75,30,169,73,0,1575,7.36201055125973,0,73,4.29045944114839,5335,8.58204416373585,3730,8.22416351263786
"Ranaka_Letlhakeng","Ranaka","Letlhakeng",146278,6694,146.278,1.85944444444444,"Control","Control",0,34,92,"Southern","Kweneng West",3263,1635,1628,9809,4846,4963,0,4.98550892077863,1,21,13,20,13,1,0,68,24,59,24,9,0,0,1247,7.12849594568004,0,0,0,1388,7.23561914106675,117,4.76217393479776
"Ranaka_Masunga","Ranaka","Masunga",593945,25018,593.945,6.94944444444444,"Control","Intervention",0,34,182,"Southern","North East",3263,1635,1628,5615,2522,3093,0,6.38678672248309,1,21,13,20,13,1,0,131,51,110,44,21,7,0,2310,7.74500280351584,0,7,1.94591014905531,2774,7.92804560087478,420,6.04025471127741
"Ranaka_Mathangwane","Ranaka","Mathangwane",540458,22119,540.458,6.14416666666667,"Control","Intervention",0,34,102,"Southern","Central Tutume",3263,1635,1628,5947,2873,3074,0,6.29241692823207,1,21,13,20,13,1,0,79,23,50,12,29,11,0,890,6.79122146272619,0,11,2.39789527279837,1510,7.31986492980897,608,6.41017488196617
"Ranaka_Maunatlala","Ranaka","Maunatlala",435816,18048,435.816,5.01333333333333,"Control","Intervention",0,34,236,"Southern","Serowe Palapye",3263,1635,1628,4921,2509,2412,0,6.07722013592561,1,21,13,20,13,1,0,155,81,58,27,97,54,0,1294,7.16549347506085,0,54,3.98898404656427,3716,8.22040309993373,2395,7.78113850984502
"Ranaka_Metsimotlhabe","Ranaka","Metsimotlhabe",90313,4415,90.313,1.22638888888889,"Control","Control",0,34,34,"Southern","Kweneng East",3263,1635,1628,9154,4329,4825,0,4.50328141462361,1,21,13,20,13,1,0,25,9,24,9,1,0,0,492,6.19847871649231,0,0,0,514,6.24222326545517,13,2.56494935746154
"Ranaka_Mmadinare","Ranaka","Mmadinare",485542,19357,485.542,5.37694444444444,"Control","Control",0,34,112,"Southern","Central Bobonong",3263,1635,1628,15064,7261,7803,0,6.18526579274358,1,21,13,20,13,1,0,84,28,80,24,4,4,0,1520,7.32646561384032,0,4,1.38629436111989,1680,7.4265490723973,136,4.91265488573605
"Ranaka_Mmandunyane","Ranaka","Mmandunyane",506116,21614,506.116,6.00388888888889,"Control","Control",0,34,56,"Southern","Central Tutume",3263,1635,1628,4254,2099,2155,0,6.22676589202578,1,21,13,20,13,1,0,42,14,38,14,4,0,0,774,6.65157187358973,0,0,0,840,6.73340189183736,52,3.95124371858143
"Ranaka_Mmankgodi","Ranaka","Mmankgodi",61213,2952,61.213,0.82,"Control","Intervention",0,34,166,"Southern","Kweneng East",3263,1635,1628,7406,3493,3913,0,4.11435958526136,1,21,13,20,13,1,0,114,52,55,32,59,20,0,1355,7.2115567333138,0,20,2.99573227355399,2574,7.85321638815607,1187,7.07918439460967
"Ranaka_Mmathethe","Ranaka","Mmathethe",67349,3199,67.349,0.888611111111111,"Control","Control",0,34,135,"Southern","Barolong",3263,1635,1628,6893,3412,3481,0,4.2098880549362,1,21,13,20,13,1,0,99,36,63,28,36,8,0,1379,7.2291138777933,0,8,2.07944154167984,2043,7.62217459481762,636,6.45519856334012
"Ranaka_Molapowabojang","Ranaka","Molapowabojang",51202,2489,51.202,0.691388888888889,"Control","Control",0,34,60,"Southern","Southern",3263,1635,1628,9402,4503,4899,0,3.93577859378254,1,21,13,20,13,1,0,45,15,40,14,5,1,0,800,6.68461172766793,0,1,0,900,6.80239476332431,86,4.45434729625351
"Ranaka_Nata","Ranaka","Nata",699381,28432,699.381,7.89777777777778,"Control","Control",0,34,59,"Southern","Central Tutume",3263,1635,1628,7694,3770,3924,0,6.55019565811786,1,21,13,20,13,1,0,48,11,39,9,9,2,0,687,6.53233429222235,0,2,0.693147180559945,855,6.75110146893676,159,5.06890420222023
"Ranaka_Nkange","Ranaka","Nkange",75973,3508,75.973,0.974444444444444,"Control","Intervention",0,34,107,"Southern","Central Tutume",3263,1635,1628,3660,1599,2061,0,4.33037801400753,1,21,13,20,13,1,0,80,27,76,25,4,2,0,1488,7.30518821539304,0,2,0.693147180559945,1607,7.38212436573751,94,4.54329478227
"Ranaka_Oodi","Ranaka","Oodi",79649,3839,79.649,1.06638888888889,"Control","Intervention",0,34,73,"Southern","Kgatleng",3263,1635,1628,5822,2798,3024,0,4.37762948134943,1,21,13,20,13,1,0,51,22,47,21,4,1,0,1031,6.93828448401696,0,1,0,1125,7.02553831463852,73,4.29045944114839
"Ranaka_Otse","Ranaka","Otse",41057,1931,41.057,0.536388888888889,"Control","Intervention",0,34,99,"Southern","South East",3263,1635,1628,8039,3903,4136,0,3.71496134511244,1,21,13,20,13,1,0,67,32,64,31,3,1,0,1452,7.28069719538474,0,1,0,1543,7.34148385236316,60,4.0943445622221
"Ranaka_Ramokgonami","Ranaka","Ramokgonami",388693,15646,388.693,4.34611111111111,"Control","Control",0,34,220,"Southern","Central Mahalapye",3263,1635,1628,4557,2137,2420,0,5.96278982894891,1,21,13,20,13,1,0,153,67,58,21,95,46,0,1174,7.06817200038804,0,46,3.8286413964891,3396,8.13035354743124,2201,7.69666708152646
"Ranaka_Sebina","Ranaka","Sebina",569301,23457,569.301,6.51583333333333,"Control","Control",0,34,51,"Southern","Central Tutume",3263,1635,1628,3670,1686,1984,0,6.34440929249862,1,21,13,20,13,1,0,39,12,35,10,4,2,0,655,6.48463523563525,0,2,0.693147180559945,759,6.63200177739563,94,4.54329478227
"Ranaka_Sefhare","Ranaka","Sefhare",370765,15889,370.765,4.41361111111111,"Control","Intervention",0,34,24,"Southern","Central Mahalapye",3263,1635,1628,5266,2425,2841,0,5.91556843872962,1,21,13,20,13,1,0,15,9,12,9,3,0,0,336,5.8171111599632,0,0,0,384,5.95064255258773,39,3.66356164612965
"Ranaka_Sefophe","Ranaka","Sefophe",464093,18943,464.093,5.26194444444444,"Control","Control",0,34,121,"Southern","Central Bobonong",3263,1635,1628,7021,3309,3712,0,6.14008496317712,1,21,13,20,13,1,0,88,33,85,30,3,3,0,1705,7.44132038971762,0,3,1.09861228866811,1837,7.51588908521513,102,4.62497281328427
"Ranaka_Shakawe","Ranaka","Shakawe",1067492,39829,1067.492,11.0636111111111,"Control","Control",0,34,313,"Southern","Ngamiland West",3263,1635,1628,7369,3547,3822,0,6.9730672509295,1,21,13,20,13,1,0,225,88,85,29,140,59,0,1685,7.42952084278646,0,59,4.07753744390572,4773,8.4707303170059,3059,8.0258433441509
"Ranaka_Shoshong","Ranaka","Shoshong",315075,13109,315.075,3.64138888888889,"Control","Intervention",0,34,43,"Southern","Central Mahalapye",3263,1635,1628,11864,5787,6077,0,5.75281070572356,1,21,13,20,13,1,0,37,6,35,5,2,1,0,555,6.31896811374643,0,1,0,607,6.4085287910595,47,3.85014760171006
"Ranaka_Tati_siding","Ranaka","Tati_siding",500254,20010,500.254,5.55833333333333,"Control","Intervention",0,34,277,"Southern","North East",3263,1635,1628,8113,3817,4296,0,6.21511596943387,1,21,13,20,13,1,0,197,80,125,48,72,32,0,2585,7.85748078694253,0,32,3.46573590279973,4241,8.35255436947459,1608,7.38274644973891
"Ranaka_Tsetsebjwe","Ranaka","Tsetsebjwe",516253,21289,516.253,5.91361111111111,"Control","Control",0,34,99,"Southern","Central Bobonong",3263,1635,1628,4815,2248,2567,0,6.24659695539637,1,21,13,20,13,1,0,68,31,64,29,4,2,0,1412,7.25276241805319,0,2,0.693147180559945,1535,7.3362856600213,94,4.54329478227
"Sebina_Bokaa","Sebina","Bokaa",465504,18499,465.504,5.13861111111111,"Control","Control",0,51,73,"Central Tutume","Kgatleng",3670,1686,1984,6406,3225,3181,0,6.14312068959105,1,39,12,35,10,4,2,54,19,52,19,2,0,0,1185,7.07749805356923,0,4,1.38629436111989,1389,7.23633934275434,24,3.17805383034795
"Sebina_Digawana","Sebina","Digawana",487859,19631,487.859,5.45305555555556,"Control","Intervention",0,51,28,"Central Tutume","Barolong",3670,1686,1984,3273,1571,1702,0,6.19002642967732,1,39,12,35,10,4,2,17,11,17,11,0,0,0,555,6.31896811374643,0,0,0,633,6.45047042214418,0,0
"Sebina_Gumare","Sebina","Gumare",689638,26494,689.638,7.35944444444444,"Control","Intervention",0,51,260,"Central Tutume","Ngamiland West",3670,1686,1984,8913,4205,4708,0,6.53616682223964,1,39,12,35,10,4,2,192,68,110,36,82,32,0,2360,7.76641689801966,0,292,5.67675380226828,4956,8.50835424274903,2232,7.7106533235012
"Sebina_Gweta","Sebina","Gweta",247199,9792,247.199,2.72,"Control","Intervention",0,51,131,"Central Tutume","Central Tutume",3670,1686,1984,7148,3546,3602,0,5.51019368026791,1,39,12,35,10,4,2,98,33,92,32,6,1,0,2040,7.62070508683826,0,16,2.77258872223978,2463,7.80913539812054,111,4.70953020131233
"Sebina_Lentsweletau","Sebina","Lentsweletau",480664,19422,480.664,5.395,"Control","Intervention",0,51,206,"Central Tutume","Kweneng East",3670,1686,1984,7420,3815,3605,0,6.17516848131119,1,39,12,35,10,4,2,128,78,52,20,76,58,0,1220,7.1066061377273,0,384,5.95064255258773,4578,8.42901750051251,3174,8.06274790108635
"Sebina_Lerala","Sebina","Lerala",292361,12530,292.361,3.48055555555556,"Control","Intervention",0,51,347,"Central Tutume","Serowe Palapye",3670,1686,1984,7413,3474,3939,0,5.67798934004689,1,39,12,35,10,4,2,244,103,75,30,169,73,0,1800,7.49554194388426,0,630,6.44571981938558,6945,8.84577725518844,4875,8.49187538343195
"Sebina_Letlhakeng","Sebina","Letlhakeng",604505,25178,604.505,6.99388888888889,"Control","Control",0,51,92,"Central Tutume","Kweneng West",3670,1686,1984,9809,4846,4963,0,6.40440994131923,1,39,12,35,10,4,2,68,24,59,24,9,0,0,1430,7.26542972325395,0,18,2.89037175789616,1752,7.46851327149634,108,4.68213122712422
"Sebina_Masunga","Sebina","Masunga",52800,2693,52.8,0.748055555555556,"Control","Intervention",0,51,182,"Central Tutume","North East",3670,1686,1984,5615,2522,3093,0,3.96651119071222,1,39,12,35,10,4,2,131,51,110,44,21,7,0,2640,7.87853419614036,0,70,4.24849524204936,3561,8.17779668327778,525,6.26339826259162
"Sebina_Mathangwane","Sebina","Mathangwane",30192,1612,30.192,0.447777777777778,"Control","Intervention",0,51,102,"Central Tutume","Central Tutume",3670,1686,1984,5947,2873,3074,0,3.40757698862619,1,39,12,35,10,4,2,79,23,50,12,29,11,0,920,6.82437367004309,0,102,4.62497281328427,1845,7.52023455647463,777,6.65544035036765
"Sebina_Maunatlala","Sebina","Maunatlala",267114,11489,267.114,3.19138888888889,"Control","Intervention",0,51,236,"Central Tutume","Serowe Palapye",3670,1686,1984,4921,2509,2412,0,5.58767553356821,1,39,12,35,10,4,2,155,81,58,27,97,54,0,1525,7.32974968904151,0,410,6.01615715969835,5019,8.52098598965493,3270,8.0925452638913
"Sebina_Metsimotlhabe","Sebina","Metsimotlhabe",503614,20672,503.614,5.74222222222222,"Control","Control",0,51,34,"Central Tutume","Kweneng East",3670,1686,1984,9154,4329,4825,0,6.22181010162493,1,39,12,35,10,4,2,25,9,24,9,1,0,0,555,6.31896811374643,0,2,0.693147180559945,651,6.47850964220857,12,2.484906649788
"Sebina_Mmadinare","Sebina","Mmadinare",207324,8874,207.324,2.465,"Control","Control",0,51,112,"Central Tutume","Central Bobonong",3670,1686,1984,15064,7261,7803,0,5.33428278698065,1,39,12,35,10,4,2,84,28,80,24,4,4,0,1640,7.40245152081824,0,24,3.17805383034795,2100,7.64969262371151,204,5.31811999384422
"Sebina_Mmandunyane","Sebina","Mmandunyane",88199,5849,88.199,1.62472222222222,"Control","Control",0,51,56,"Central Tutume","Central Tutume",3670,1686,1984,4254,2099,2155,0,4.47959562507999,1,39,12,35,10,4,2,42,14,38,14,4,0,0,870,6.76849321164863,0,8,2.07944154167984,1050,6.95654544315157,48,3.87120101090789
"Sebina_Mmankgodi","Sebina","Mmankgodi",529324,22083,529.324,6.13416666666667,"Control","Intervention",0,51,166,"Central Tutume","Kweneng East",3670,1686,1984,7406,3493,3913,0,6.27160072074171,1,39,12,35,10,4,2,114,52,55,32,59,20,0,1670,7.4205789054108,0,198,5.28826703069454,3396,8.13035354743124,1488,7.30518821539304
"Sebina_Mmathethe","Sebina","Mmathethe",611545,25581,611.545,7.10583333333333,"Control","Control",0,51,135,"Central Tutume","Barolong",3670,1686,1984,6893,3412,3481,0,6.41598854195358,1,39,12,35,10,4,2,99,36,63,28,36,8,0,1610,7.38398945797851,0,104,4.64439089914137,2592,7.86018505747217,744,6.61204103483309
"Sebina_Molapowabojang","Sebina","Molapowabojang",578375,24219,578.375,6.7275,"Control","Control",0,51,60,"Central Tutume","Southern",3670,1686,1984,9402,4503,4899,0,6.36022244722716,1,39,12,35,10,4,2,45,15,40,14,5,1,0,890,6.79122146272619,0,14,2.63905732961526,1125,7.02553831463852,99,4.59511985013459
"Sebina_Nata","Sebina","Nata",147074,6124,147.074,1.70111111111111,"Control","Control",0,51,59,"Central Tutume","Central Tutume",3670,1686,1984,7694,3770,3924,0,4.99093586147532,1,39,12,35,10,4,2,48,11,39,9,9,2,0,705,6.55819780281227,0,26,3.25809653802148,1005,6.91274282049318,186,5.2257466737132
"Sebina_Nkange","Sebina","Nkange",496485,20178,496.485,5.605,"Control","Intervention",0,51,107,"Central Tutume","Central Tutume",3670,1686,1984,3660,1599,2061,0,6.20755327154849,1,39,12,35,10,4,2,80,27,76,25,4,2,0,1635,7.39939808333135,0,16,2.77258872223978,2013,7.60738142563979,126,4.83628190695148
"Sebina_Oodi","Sebina","Oodi",494592,20013,494.592,5.55916666666667,"Control","Intervention",0,51,73,"Central Tutume","Kgatleng",3670,1686,1984,5822,2798,3024,0,6.20373318026989,1,39,12,35,10,4,2,51,22,47,21,4,1,0,1205,7.09423484592476,0,12,2.484906649788,1470,7.29301767977278,87,4.46590811865458
"Sebina_Otse","Sebina","Otse",540623,22106,540.623,6.14055555555556,"Control","Intervention",0,51,99,"Central Tutume","South East",3670,1686,1984,8039,3903,4136,0,6.29272217825734,1,39,12,35,10,4,2,67,32,64,31,3,1,0,1725,7.45298232946546,0,10,2.30258509299405,2052,7.62657020629066,75,4.31748811353631
"Sebina_Ramokgonami","Sebina","Ramokgonami",281454,12001,281.454,3.33361111111111,"Control","Control",0,51,220,"Central Tutume","Central Mahalapye",3670,1686,1984,4557,2137,2420,0,5.63996902392487,1,39,12,35,10,4,2,153,67,58,21,95,46,0,1315,7.18159194461187,0,374,5.92425579741453,4449,8.40043463080604,2934,7.98412195870293
